date,precip_VAN,precip_TOR,precip_MON,precip_LEO,precip_GUA,precip_MEX,precip_PUE,precip_HUS,precip_DAL,precip_TUL,precip_JUA,precip_PHO,precip_SDO,temp_VAN,temp_TOR,temp_MON,temp_LEO,temp_GUA,temp_MEX,temp_PEU,temp_HUS,temp_DAL,temp_TUL,temp_JUA,temp_PHO,temp_SDO,UD_ind_WTI_0.25,UD_ind_lumber_0.25,UD_ind_live_cattle_0.25,UD_ind_OJ_0.25,UD_ind_us_cotton_0.25,UD_ind_us_soybean_oil_0.25,UD_ind_us_wheat_0.25,UD_ind_copper_0.25,UD_ind_WTI,UD_ind_lumber,UD_ind_live_cattle,UD_ind_OJ,UD_ind_us_cotton,UD_ind_us_soybean_oil,UD_ind_us_wheat,UD_ind_copper,Vol_WTI,Change_%_WTI,Vol_Lumber,Change_%_Lumber,Vol_Live_Cattle,Change_%_Live_Cattle,Vol_OJ,Change_OJ,Vol_US_Cotton_2,Change_US_Cotton_2,Vol_US_Soybean_Oil,Change_US_Soybean_Oil,Vol_US Wheat,Change_US Wheat,Vol_Copper,Change %_Copper,Vol._x,Change_%_comm_soft,Vol._y,Change_%_comm_DJ
2009-01-20,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6,-9.9,0,16.4,15.0,15.6,13.6,0,0,0,0,0,0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.52K,6.11%,0.56K,-5.88%,15.21K,-2.25%,0.60K,0.21%,0,0,45.71K,-2.25%,38.54K,-4.89%,0.30K,-1.59%,0,0,0,0
2009-01-21,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.1,-10.2,0,14.1,0,13.3,14.6,0,0,0,0,0,0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,276.26K,12.42%,0.66K,-3.00%,13.48K,-0.33%,1.27K,3.60%,0,0,33.07K,0.41%,31.13K,3.95%,0.37K,-4.77%,0,0,0,0
2009-01-22,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4,-3.6,0,15.3,16.9,16.4,13.2,0,0,0,0,0,0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,317.57K,0.28%,0.26K,1.68%,11.50K,-0.09%,0.94K,1.27%,0,0,34.42K,-1.24%,21.36K,-0.87%,0.26K,-2.68%,0,0,0,0
2009-01-23,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.1,-0.2,0,16.4,20.5,16.3,14.2,0,0,0,0,0,0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,269.76K,6.41%,0.34K,-4.31%,9.38K,0.49%,0.93K,-1.19%,0,0,50.25K,0.21%,56.31K,2.82%,0.34K,5.58%,0,0,0,0
2009-01-24,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.3,-9.5,0,17.3,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-25,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.3,-10.4,0,16.2,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-26,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,-1.9,-10.7,0,17.1,0,0,12.9,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,277.50K,-1.59%,0.31K,-1.85%,7.86K,-0.39%,0.31K,0.80%,0,0,32.41K,0.51%,36.59K,1.67%,0.23K,7.82%,0,0,0,0
2009-01-27,2.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3,-7.6,0,18.4,24.3,19.2,15.7,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,308.44K,-9.08%,0.22K,0.13%,8.44K,-1.31%,0.69K,-2.19%,0,0,34.00K,-2.96%,25.89K,-1.31%,0.28K,-6.49%,0,0,0,0
2009-01-28,1.3,14.6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.8,-4.0,0,17.5,18.2,19.3,16.2,0,0,0,0,0,0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,291.42K,1.39%,0.69K,-4.58%,7.99K,-0.12%,1.42K,-3.45%,0,0,30.63K,0.43%,25.39K,1.80%,0.44K,0.68%,0,0,0,0
2009-01-29,0.3,0.6,0,0.0,0,0.0,0.0,0,0,0,0,0,0,3.9,-6.0,0,16.6,0,18.5,15.1,0,0,0,0,0,0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,245.85K,-1.71%,1.08K,-2.47%,8.71K,-0.09%,1.54K,1.40%,0,0,27.81K,-1.64%,35.76K,-2.90%,0.69K,-2.03%,0,0,0,0
2009-01-30,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,4.6,-3.6,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,237.73K,0.58%,0.50K,7.24%,7.63K,1.11%,1.09K,0.28%,0,0,24.25K,1.11%,32.17K,-1.73%,0.23K,0.83%,0,0,0,0
2009-01-31,0.0,0.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,4.7,-9.3,0,12.9,19.3,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,0.8,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2.5,0.6,0,15.1,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-02,19.1,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.7,0.6,0,16.0,0,0,12.8,0,0,0,0,0,0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,263.65K,-3.84%,0.70K,6.75%,8.41K,2.32%,1.53K,-1.59%,0,0,33.12K,-2.96%,32.64K,-0.75%,0.15K,-2.67%,0,0,0,0
2009-02-03,0.0,1.9,0,0.0,0.0,0,0.0,0,0,0,0,0,0,3.5,-2.4,0,15.4,16.9,0,16.0,0,0,0,0,0,0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,244.62K,1.75%,1.38K,3.54%,8.40K,-0.45%,0.98K,1.68%,0,0,29.64K,-0.72%,22.78K,-2.00%,0.26K,6.47%,0,0,0,0
2009-02-04,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,4.3,-9.8,0,14.1,0,10.7,12.5,0,0,0,0,0,0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,254.20K,-1.13%,0.53K,6.11%,5.27K,-0.42%,1.97K,3.93%,0,0,44.77K,2.60%,53.93K,-1.86%,0.27K,0.59%,0,0,0,0
2009-02-05,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.7,-13.5,0,11.6,15.7,10.9,10.7,0,0,0,0,0,0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,229.73K,2.11%,1.25K,-4.84%,7.63K,0.54%,4.28K,-8.29%,0,0,49.83K,2.16%,36.54K,3.60%,0.26K,-1.97%,0,0,0,0
2009-02-06,4.1,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.6,-6.1,0,10.8,19.6,13.9,11.2,0,0,0,0,0,0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,518.38K,-2.43%,0.87K,1.03%,10.49K,0.03%,0.86K,-0.29%,0,0,44.57K,1.06%,47.78K,-0.85%,0.19K,8.63%,0,0,0,0
2009-02-07,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,4.6,2.3,0,13.2,12.2,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-08,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,3.6,3.9,0,14.8,0,14.3,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-09,2.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,4.7,0.3,0,15.9,17.4,0,9.9,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,317.50K,-1.52%,0.98K,-3.71%,6.24K,1.26%,1.34K,2.61%,0,0,51.47K,2.49%,43.44K,1.44%,0.24K,-0.99%,0,0,0,0
2009-02-10,0.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.2,3.1,0,16.1,21.0,0,13.1,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,359.67K,-5.08%,0.43K,-1.93%,6.41K,0.09%,1.27K,-1.48%,0,0,44.46K,-1.72%,47.19K,-1.59%,0.23K,-2.30%,0,0,0,0
2009-02-11,2.0,25.6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.4,7.3,0,16.6,17.5,19.7,15.7,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.65K,-4.29%,0.64K,-2.66%,2.85K,-0.29%,1.59K,-0.43%,0,0,39.75K,-1.37%,42.46K,-2.29%,0.28K,-2.29%,0,0,0,0
2009-02-12,0.0,7.6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.1,5.8,0,16.7,19.8,19.1,16.9,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.18K,-5.45%,0.76K,-0.78%,3.99K,-0.21%,1.11K,-1.01%,0,0,34.27K,-1.05%,38.75K,-0.83%,0.17K,-0.26%,0,0,0,0
2009-02-13,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.4,-1.9,0,17.2,18.7,0,15.3,0,0,0,0,0,0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,281.71K,10.39%,0.62K,1.77%,3.14K,-0.36%,1.49K,-1.02%,0,0,33.79K,0.52%,29.32K,-0.60%,0.12K,0.33%,0,0,0,0
2009-02-14,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,3.3,-4.2,0,17.2,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-15,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.7,-3.1,0,17.4,0,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-16,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2.8,-2.9,0,19.4,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-17,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.6,-1.8,0,19.8,22.1,21.8,16.7,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.71K,-6.88%,0.92K,-3.23%,5.62K,-3.33%,2.58K,-2.35%,0,0,51.39K,-5.61%,50.17K,-3.73%,0.27K,-7.43%,0,0,0,0
2009-02-18,0.0,6.7,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.2,0.8,0,19.3,20.3,20.8,14.2,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.86K,-0.89%,0.49K,-0.33%,4.60K,-1.63%,2.63K,-0.23%,0,0,42.56K,-2.34%,30.34K,-0.92%,0.22K,0.84%,0,0,0,0
2009-02-19,0.0,1.5,0,0.0,0.0,0,0,0,0,0,0,0,0,4.4,-1.8,0,19.4,23.7,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,82.55K,14.04%,0.52K,0.94%,3.76K,1.60%,3.21K,1.74%,0,0,27.86K,0.00%,48.89K,1.71%,0.44K,2.44%,0,0,0,0
2009-02-20,0.0,0.8,0,0.0,0.0,1.3,0.0,0,0,0,0,0,0,3.6,-5.4,0,18.8,18.6,17.4,17.2,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.55K,-1.37%,0.68K,-3.05%,3.79K,-0.65%,1.66K,-1.04%,0,0,37.14K,-0.66%,43.53K,-0.05%,0.23K,-3.68%,0,0,0,0
2009-02-21,0.0,3.3,0,0.0,0.0,0,0,0,0,0,0,0,0,3.3,-4.1,0,18.2,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-22,1.5,0.0,0,0.0,0,0,1.0,0,0,0,0,0,0,6.2,-1.7,0,16.7,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-23,10.4,0.6,0,0.0,0.0,0,0.0,0,0,0,0,0,0,8.6,-7.0,0,13.8,20.4,0,9.1,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,285.91K,-1.28%,0.33K,-2.05%,2.28K,0.53%,1.56K,2.32%,0,0,44.57K,0.30%,39.71K,-1.69%,0.14K,1.49%,0,0,0,0
2009-02-24,11.4,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.3,-8.0,0,15.5,23.9,15.1,11.7,0,0,0,0,0,0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,238.19K,3.95%,0.71K,-2.51%,2.61K,1.36%,1.53K,1.25%,0,0,28.97K,0.66%,28.71K,0.93%,0.15K,3.41%,0,0,0,0
2009-02-25,1.8,2.2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.8,-1.2,0,19.5,18.5,18.6,15.1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,323.43K,6.36%,0.87K,4.51%,1.44K,-0.30%,0.89K,0.07%,0,0,29.41K,4.56%,20.86K,1.84%,0.15K,2.56%,0,0,0,0
2009-02-26,3.3,2.6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.1,4.4,0,20.9,22.7,19.3,16.9,0,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,287.20K,6.40%,0.58K,2.05%,1.18K,1.22%,1.02K,-0.22%,0,0,23.21K,-0.82%,25.75K,-2.05%,4.05K,2.83%,0,0,0,0
2009-02-27,0.0,8.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.1,3.1,0,20.3,21.5,22.1,16.8,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,274.58K,-1.02%,0.60K,-1.34%,0.59K,-0.51%,1.03K,0.80%,0,0,20.36K,-2.50%,23.51K,-0.68%,1.53K,-2.49%,0,0,0,0
2009-02-28,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3.5,-10.4,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,4.3,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.7,-7.5,0,17.5,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-02,7.9,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,10.0,-11.1,0,15.3,0,0,10.6,0,0,0,0,0,0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,245.23K,-10.30%,0.41K,1.70%,20.14K,1.73%,0.16K,-0.86%,0,0,13.72K,-2.43%,10.25K,-3.09%,1.15K,-1.18%,0,0,0,0
2009-03-03,1.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,6.4,-10.7,0,19.2,22.1,0,14.3,0,0,0,0,0,0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,241.54K,3.74%,0.61K,10.64%,13.34K,0.33%,0.09K,3.05%,0,0,8.67K,0.30%,7.35K,-0.91%,0.50K,5.84%,0,0,0,0
2009-03-04,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.1,-4.8,0,19.4,22.9,18.4,16.9,0,0,0,0,0,0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,319.76K,8.96%,0.64K,-4.59%,14.95K,0.50%,0.08K,-2.25%,0,0,6.68K,1.82%,3.93K,4.39%,1.54K,5.58%,0,0,0,0
